"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.111122958E0,1.111145806E0,-9.080667436E-1,4.721685477E-1,1.510686384E0
3.121082958E0,1.261416909E0,-8.349122286E-1,-8.831163090E-2,1.515272250E0
3.131042958E0,4.235512519E-1,-1.154702300E0,-1.187155516E0,1.709406705E0
3.141002958E0,-5.296045411E-1,-1.390076703E0,-1.625971509E0,2.203764407E0
3.150961958E0,-1.187076579E0,-1.467263458E0,-1.127043800E0,2.198235790E0
3.160921958E0,-1.090255458E0,-1.607047580E0,-3.466427513E-1,1.972668266E0
3.170881958E0,-6.466903567E-2,-1.611190333E0,1.036876227E0,1.917088595E0
3.180841958E0,4.167427540E-1,-1.414347911E0,2.071129392E0,2.542367302E0
3.190800958E0,4.346656394E-1,-1.457295710E0,2.292085147E0,2.750690700E0
3.200760958E0,9.138572413E-1,-1.117978277E0,2.443255552E0,2.838046543E0
3.210720958E0,1.175169894E0,-4.634187376E-1,2.312529352E0,2.635066073E0
3.220680958E0,1.086223803E0,-6.438141114E-1,1.334174398E0,1.836954024E0
3.230640958E0,9.683293176E-1,-7.017272741E-1,-3.643833498E-1,1.250143216E0
3.240599958E0,6.695032686E-1,-4.917695475E-1,-1.258201525E0,1.507694595E0
3.250559958E0,2.913977462E-1,-1.811467409E-1,-1.555054139E0,1.592457272E0
3.260519958E0,-8.275804049E-1,5.349781322E-1,-4.803160214E-1,1.096263841E0
3.270479958E0,-1.137020904E0,1.739892812E0,-7.249962687E-2,2.079735495E0
3.280439958E0,-2.284308350E-1,2.236376969E0,1.275043845E0,2.584434058E0
3.290399375E0,9.430424488E-1,2.733761598E0,1.046064541E0,3.075228863E0
3.300359375E0,2.844066398E0,8.173466080E-1,7.791769344E-2,2.960209506E0
3.310319375E0,6.623486155E-1,4.524908763E-1,5.619665774E-1,9.794182537E-1
3.320279375E0,4.519681352E-1,3.103984489E0,1.736945815E0,3.585523067E0
3.330239375E0,2.531780058E0,9.212153774E-1,8.166981518E-1,2.815234254E0
3.340198375E0,2.003423313E0,9.958550853E-1,2.964702423E-1,2.256840031E0
3.350158375E0,-1.547377914E-1,1.425350032E0,6.171057844E-1,1.560892708E0
3.360118375E0,-1.657630674E0,1.966254902E-1,-4.433078241E-1,1.727114027E0
3.370078375E0,-1.489889552E0,-1.576760173E-1,-4.497619077E-1,1.564262886E0
3.380038375E0,-1.640326131E0,-1.900888878E-1,6.426604557E-1,1.771952613E0
3.389997375E0,-1.379287713E0,-1.157980834E0,6.287616241E-1,1.907536471E0
3.399957375E0,-4.686578429E-1,-1.529684240E0,1.173097567E0,1.983867926E0
3.409917375E0,7.607712883E-1,-1.221751152E0,1.255945669E0,1.910195895E0
3.419877375E0,1.083824691E0,-1.252684093E0,1.246895349E-1,1.661156487E0
3.429836375E0,4.690273869E-1,-1.271382903E0,-8.226611423E-1,1.585298878E0
3.439796375E0,2.351317441E-1,-1.565918266E0,-1.111076297E0,1.934393313E0
3.449756375E0,5.170306885E-1,-1.591270623E0,-6.694875542E-1,1.802131104E0
3.459716375E0,1.264787829E0,-1.067079434E0,4.108253717E-1,1.705029108E0
3.469676375E0,1.711657777E0,-7.739971054E-1,1.074859740E0,2.164293724E0
3.479635375E0,8.848673308E-1,-4.636695832E-1,1.162601888E0,1.532847946E0
3.489595375E0,-2.907723865E-1,-1.124419570E-2,1.305485619E0,1.337522977E0
3.499555375E0,-9.386906585E-1,-5.856103420E-1,1.355507380E0,1.749708513E0
3.509515375E0,-1.369404019E0,-7.428484029E-1,9.850429988E-1,1.843203957E0
3.519475375E0,-2.453213360E0,-4.695758557E-1,-1.324284710E-2,2.497785549E0
3.529434375E0,-2.814993457E0,-4.059172189E-1,-8.836114220E-1,2.978208538E0
3.539394375E0,-1.892441406E0,-1.335457277E-1,-1.996458694E-2,1.897252624E0
3.549354375E0,-9.022904254E-1,6.230617583E-2,-2.684245475E-1,9.434308714E-1
3.559314375E0,-6.942033693E-1,-3.021671480E-1,-7.495276773E-1,1.065370847E0
3.569274375E0,-9.445990507E-1,-1.188954704E0,-5.826808139E-1,1.626467825E0
3.579233375E0,-1.539250869E0,-1.206535528E0,-6.019818150E-2,1.956692372E0
3.589193375E0,-1.729373671E0,-9.912211668E-1,1.234510946E-1,1.997121145E0
3.599153375E0,-2.033415436E0,-1.923066198E0,1.652376366E-1,2.803616488E0
3.609113375E0,-2.781427808E0,-2.181347069E0,7.569186310E-1,3.614905462E0
3.619073375E0,-3.890758345E0,-1.533329394E0,1.216954097E0,4.355465165E0
3.629032375E0,-3.904557189E0,-1.370041219E0,6.264051231E-1,4.185088191E0
3.638992375E0,-2.118585687E0,-1.177933288E0,-8.115667085E-1,2.556281022E0
3.648952375E0,-5.719317312E-1,-7.460409826E-1,-1.473125292E0,1.747507133E0
3.658912375E0,1.377819624E-1,-1.408670264E-1,1.509003369E-1,2.481900481E-1
3.668872375E0,5.870648369E-1,1.089883575E0,8.461727965E-1,1.499499827E0
3.678831375E0,2.927229007E0,2.158562223E0,5.652855666E-1,3.680707582E0
3.688791375E0,3.868267322E0,4.235473927E0,-7.322550023E-1,5.782640301E0
3.698751375E0,2.464481822E0,3.385073594E0,-1.156358231E0,4.343910479E0
3.708711375E0,-1.508172333E-2,2.461750880E0,-9.104500687E-1,2.624759833E0
3.718671375E0,-3.061283442E-1,2.606638452E0,-1.144578431E0,2.863274064E0
3.728630375E0,1.110909871E0,2.975289611E0,-1.411534231E0,3.475470888E0
3.738590375E0,9.156350141E-1,1.296531778E0,-6.470434555E-1,1.714073325E0
3.748550375E0,-8.703532259E-1,-7.022716498E-1,-1.728903993E-1,1.131632139E0
3.758510375E0,-4.140195887E0,-2.469826469E0,1.164738388E0,4.959625014E0
3.768470375E0,-2.977043484E0,-1.503565312E0,-6.875846136E-1,3.405329522E0
3.778429375E0,1.183862510E0,6.391527110E-1,1.951666099E0,2.370452951E0
3.788389375E0,-1.306040228E0,-1.236836969E0,1.726394953E0,2.493179957E0
3.798349375E0,-1.464580902E0,-3.166291249E0,1.917804873E0,3.981001510E0
3.808309375E0,-1.064013739E0,-1.996824145E0,1.294672948E0,2.606839072E0
3.818269375E0,9.740761073E-1,4.589327538E-1,2.090716395E0,2.351709714E0
3.828228375E0,2.864705899E0,-2.333541906E0,6.330990887E-1,3.748702732E0
3.838188375E0,9.805844969E-1,-3.067092066E0,9.306416738E-1,3.351819450E0
3.848148375E0,-1.754504858E0,-1.398071601E0,1.044092933E0,2.474473995E0
3.858108375E0,3.070299849E-2,2.193101726E0,-2.199524893E0,3.106211134E0
3.868067375E0,1.925982789E0,1.515022931E0,-9.661705256E-1,2.634044356E0
3.878027375E0,3.300074959E0,-6.486225107E0,2.232083359E0,7.612082960E0
3.887987375E0,-1.448227848E0,-3.318465621E0,2.007142142E0,4.139830620E0
3.897947375E0,-2.041519677E0,8.530197691E0,-6.090932279E0,1.067855474E1
3.907907375E0,3.796480179E0,-1.741894898E0,1.284701107E0,4.370116305E0
3.917867375E0,-8.585153186E-1,-1.967605609E0,1.084166607E-1,2.149482393E0
3.927826375E0,-4.349429728E0,4.959807122E0,-6.304752091E0,9.125082168E0
3.937786375E0,-1.161947000E-1,1.471772831E0,-4.245710063E-1,1.536189121E0
3.947746375E0,1.506985348E0,-3.067734091E0,4.138098491E0,5.367108757E0
3.957706375E0,-7.672614053E-1,-1.555352932E0,-8.346079906E-2,1.736311755E0
3.967665375E0,-1.168584175E0,-4.341742394E0,-3.699433941E-1,4.511449224E0
3.977625375E0,-2.569099035E0,-5.365068868E0,7.019763654E-1,5.989741616E0
3.987585375E0,-3.416108276E0,-2.710829988E0,5.013005821E-1,4.389726329E0
3.997545375E0,-1.935412301E0,-1.251015882E0,1.544545523E0,2.774253482E0
4.007505375E0,-5.516178462E-1,3.342356760E0,1.318448896E0,3.635098135E0
4.017465375E0,-5.037858680E-1,2.777642612E0,9.411619842E-1,2.975715807E0
4.027424375E0,-2.878239645E-1,1.356751667E0,1.243550011E-1,1.392509206E0
4.037384375E0,-2.804845029E-1,9.758979535E-1,-2.752167463E-2,1.015778428E0
4.047344375E0,1.053519449E0,2.970444024E0,1.336252499E-1,3.154567583E0
4.057304375E0,2.215203032E0,2.400893059E0,1.241423525E0,3.494645093E0
4.067263375E0,2.069171160E0,1.511097695E0,-4.680301443E-2,2.562630690E0
4.077223375E0,1.356373645E0,-8.186055136E-1,-8.334060589E-1,1.790092207E0
4.087183375E0,1.870622228E0,-6.255532569E-1,2.990107479E-1,1.994981660E0
4.097143375E0,1.476783895E0,3.700843120E-1,-7.299035445E-2,1.524198367E0
4.107103375E0,7.186590564E-1,4.706283545E-1,7.995950460E-2,8.627603432E-1
4.117062375E0,8.594639562E-2,-1.759456426E-1,3.507649653E-1,4.017209391E-1
4.127022375E0,-5.778247744E-2,-5.124102187E-1,5.027845323E-1,7.202050631E-1
4.136982375E0,1.198672631E-1,-4.128695583E-1,9.074812911E-1,1.004167181E0
4.146942375E0,-1.711729990E-1,1.327878116E0,5.802050297E-1,1.459177290E0
4.156902375E0,2.981711608E-1,1.942301783E0,5.940987450E-1,2.052899310E0
4.166861375E0,8.817162663E-2,2.195689119E0,3.448167390E-1,2.224347888E0
4.176821375E0,-4.841094026E-1,2.525130605E0,-1.295649433E-1,2.574380228E0
4.186781375E0,-6.087115216E-1,2.446030056E0,-4.575773692E-1,2.561829385E0
4.196741375E0,-6.408149283E-1,1.827653087E0,-6.022997573E-2,1.937675728E0
4.206701375E0,-1.059534626E0,7.891472411E-1,1.999967024E-2,1.321274755E0
4.216660375E0,-2.133564499E0,-4.030088139E-1,-4.671749890E-1,2.220983126E0
4.226620375E0,-3.503063389E0,-7.048128498E-1,-1.081033376E0,3.733208730E0
4.236580375E0,-3.048907226E0,-1.457762902E0,-1.491168776E0,3.693845188E0
4.246540375E0,-2.476012531E0,-1.951098334E0,-1.403456302E0,3.450668393E0
4.256500375E0,-1.726295404E0,-1.712413237E0,-3.388202731E-1,2.455046658E0
4.266459375E0,-1.296006406E0,-1.095667641E0,3.279726648E-1,1.728492480E0
4.276419375E0,-1.288328719E-1,-1.433269501E-1,1.033004639E0,1.050827820E0
4.286379375E0,2.255092737E-1,9.095168531E-1,9.419488733E-1,1.328662116E0
4.296339125E0,1.104305733E0,1.046662127E0,9.447334635E-1,1.790953399E0
4.306298125E0,2.211580389E0,2.312394281E0,1.733270109E0,3.639021902E0
4.316258125E0,4.283179898E0,3.109470931E0,2.637157409E0,5.913462498E0
4.326218125E0,5.125213743E0,3.929117834E0,2.990422790E0,7.116769726E0
4.336178125E0,3.913917705E0,4.811290183E0,2.132089685E0,6.558435137E0
4.346138125E0,2.285976561E0,3.929645253E0,1.187134466E0,4.698626277E0
4.356098125E0,6.551694041E-1,2.450310218E0,1.395882404E-1,2.540226759E0
4.366057125E0,-1.799369520E-1,1.135971914E0,-3.118145422E-1,1.191653391E0
4.376017125E0,-5.667619886E-1,-2.414718801E-1,-2.377654032E-1,6.603485500E-1
4.385977125E0,-8.463530369E-1,-1.922385582E0,-2.785181574E-1,2.118832733E0
4.395937125E0,3.419711915E-1,-2.925692359E0,1.903617774E0,3.507189858E0
4.405897125E0,1.990801075E0,-3.023237364E0,4.806949210E0,6.017475699E0
4.415856125E0,-3.063561518E0,-3.779902153E0,-9.082666453E-1,4.949547228E0
4.425816125E0,-4.439252901E0,-2.787302213E0,-6.005958202E0,7.971671962E0
4.435776125E0,-2.574671724E0,-1.824555232E0,-4.027210139E0,5.116283591E0
4.445736125E0,-2.013712366E0,-1.953934234E0,-1.876066278E0,3.375280901E0
4.455695125E0,-1.699155553E0,-2.379903309E0,8.712257767E-1,3.051246255E0
4.465655125E0,5.346636982E-1,-1.551957453E0,2.714437720E0,3.172161620E0
4.475615125E0,4.023448625E-1,-9.541533279E-1,1.610892125E0,1.915010026E0
4.485575125E0,-5.662272607E-1,-7.821007615E-1,6.612937778E-1,1.170300975E0
4.495535125E0,-9.960631000E-1,-5.610917974E-1,2.162300166E-1,1.163495219E0
4.505494125E0,-1.288637452E0,-2.718031418E-1,-1.604487669E-1,1.326728020E0
4.515454125E0,-1.078792869E0,3.382088006E-1,-4.344761896E-1,1.211176621E0
4.525414125E0,-4.456839864E-1,1.167642188E0,-5.511369127E-1,1.365933524E0
4.535374125E0,-2.534007847E-2,1.502905161E0,-3.262810653E-1,1.538123980E0
4.545334125E0,6.047482789E-2,1.535106947E0,-7.485839367E-2,1.538120387E0
4.555293125E0,3.134882346E-1,1.560815400E0,4.062060714E-2,1.592504198E0
4.565253125E0,7.061743739E-1,1.593163367E0,1.620719540E-1,1.750176871E0
4.575213125E0,7.840180635E-1,1.409421632E0,4.801324189E-2,1.613523762E0
4.585173125E0,5.260323308E-1,1.109265341E0,6.344694933E-2,1.229310834E0
4.595133125E0,2.710621534E-1,8.709322464E-1,1.495109288E-1,9.243111958E-1
4.605092125E0,1.459666756E-1,7.204716933E-1,1.749896228E-1,7.556501170E-1
4.615052125E0,1.629781263E-1,6.695202255E-1,9.971728284E-2,6.962490492E-1
4.625012125E0,2.410654986E-1,5.003889281E-1,-9.251347661E-2,5.630811640E-1
4.634972125E0,1.216141918E-1,1.516405213E-1,-1.595939040E-2,1.950373336E-1
4.644932125E0,4.601466358E-3,-7.868715048E-2,2.677761644E-1,2.791360159E-1
4.654891125E0,-2.889634041E-1,-3.224792057E-1,4.730128125E-1,6.412751421E-1
4.664851125E0,-3.368431833E-1,-4.720381182E-1,5.012875720E-1,7.665328076E-1
4.674811125E0,-2.810741946E-1,-5.072979981E-1,4.623673352E-1,7.417125551E-1
4.684771125E0,-3.205494784E-1,-5.924311191E-1,4.264362315E-1,7.972292384E-1
4.694731125E0,-1.618292215E0,-9.161323929E-1,3.686832825E-1,1.895810016E0
4.704690125E0,-3.134432695E0,-1.164328571E0,5.419474286E-1,3.387334698E0
4.714650125E0,-1.289615984E0,-2.395943391E-1,8.561598408E-1,1.566373042E0
4.724610125E0,2.878935099E-1,6.326576239E-1,6.529381067E-1,9.536595374E-1
4.734570125E0,7.354611768E-1,1.430262862E0,2.753301458E-1,1.631674504E0
4.744530125E0,1.216096456E0,1.731096845E0,9.812442821E-2,2.117832685E0
4.754489125E0,9.868310773E-1,6.804147577E-1,1.850561893E-1,1.212866691E0
4.764449125E0,-3.239375013E-1,-7.066664171E-1,3.841386795E-2,7.783241967E-1
4.774409125E0,-2.010246721E0,-9.431120306E-1,-1.816145182E-3,2.220485416E0
4.784369125E0,-1.615323583E0,-2.606536710E-1,6.137331835E-1,1.747535131E0
4.794329125E0,-1.030248700E-1,4.665329647E-1,1.460191251E0,1.536367671E0
4.804288125E0,1.294000811E0,1.304483407E0,1.528244655E0,2.389905183E0
4.814248125E0,1.544954389E0,1.642397507E0,8.977084742E-1,2.426980458E0
4.824208125E0,7.414319149E-1,8.072677624E-1,5.385718310E-1,1.221254331E0
4.834168125E0,-1.943436143E-1,-1.947824478E-2,-6.797739029E-2,2.068085299E-1
4.844128125E0,-6.897799507E-1,2.629516268E-1,-7.900944901E-1,1.081290544E0
4.854087125E0,-9.442371811E-1,6.237031978E-1,-7.436290792E-1,1.354095174E0
4.864047125E0,-7.325366919E-1,3.086318296E-1,-4.232870308E-1,9.005751061E-1
4.874007125E0,-5.331464919E-1,-1.439999646E-1,-1.168263455E-1,5.644728219E-1
4.883967125E0,-4.965107623E-1,-3.867073613E-1,1.180206393E-1,6.403080444E-1
4.893927125E0,-5.983179496E-1,-3.679173338E-1,2.748623320E-1,7.542525008E-1
4.903886125E0,-2.202508727E-1,-1.493250239E-1,4.156282747E-1,4.935131937E-1
4.913846125E0,1.105261168E-1,-1.746270955E-2,5.692445701E-1,5.801382157E-1
4.923806125E0,1.504357025E-1,3.698410678E-1,4.922361553E-1,6.338057656E-1
4.933766125E0,2.284112468E-1,6.373926991E-1,1.348747998E-1,6.903856619E-1
4.943726125E0,1.315911497E-1,4.196412188E-1,8.368461952E-3,4.398693151E-1
4.953685125E0,2.088555264E-1,2.925671893E-1,-1.752480698E-1,3.999100863E-1
4.963645125E0,4.295453788E-1,1.140183663E-1,-4.508402804E-1,6.330611177E-1
4.973605125E0,3.706193322E-1,2.487604344E-1,-1.582584000E-1,4.735886023E-1
4.983565125E0,2.276702584E-1,4.035163522E-3,6.378979716E-1,6.773210844E-1
4.993525125E0,-5.164874822E-2,-5.443523884E-2,8.633764744E-2,1.143895877E-1
5.003484125E0,-3.969975838E-1,-1.519410682E-1,-3.471632266E-1,5.488310083E-1
5.013444125E0,-4.719806693E-1,-5.652971148E-1,-7.127938606E-2,7.398698069E-1
5.023404125E0,-4.664910109E-1,-4.422734517E-1,-3.752381209E-1,7.443274258E-1
5.033364125E0,-1.452644250E-1,-2.034901214E-1,-1.763638647E-1,3.059643695E-1
5.043324125E0,3.504724583E-1,-3.364341706E-1,4.417068565E-1,6.566002149E-1
5.053283125E0,6.132809745E-1,-4.331728452E-1,9.261567863E-1,1.192274574E0
5.063243125E0,1.276157740E-1,-2.283647615E-1,9.814276654E-1,1.015695088E0
5.073203125E0,-1.731113510E-1,1.246316475E-1,9.831251851E-1,1.005999859E0
5.083163125E0,-2.262107934E-1,2.859083802E-1,8.524742677E-1,9.271608825E-1
5.093123125E0,-7.146447967E-1,-1.320710599E-1,-1.119894556E-1,7.353241384E-1
5.103082125E0,-5.231142779E-1,2.425249636E-2,-9.411503629E-1,1.077033303E0
5.113042125E0,-6.280731145E-1,3.867874682E-1,-1.563938398E0,1.729156932E0
5.123002125E0,-8.007418312E-1,4.848984843E-1,-1.212754699E0,1.532020881E0
5.132962125E0,-6.710352391E-1,6.196159941E-1,-8.128407437E-1,1.222670171E0
5.142922125E0,-4.488071305E-1,6.472902811E-1,-6.844353032E-1,1.043486575E0
5.152881125E0,-2.741296028E-1,3.159127825E-1,-2.185350803E-1,4.719168429E-1
5.162841125E0,-2.054153171E-1,1.386263734E-1,9.801921487E-2,2.664966987E-1
5.172801125E0,-3.173048584E-1,6.571042478E-2,2.807212421E-1,4.287244440E-1
5.182761125E0,-4.196803951E-1,1.055200231E-1,2.587743759E-1,5.042125415E-1
5.192721125E0,-5.530388658E-1,1.123425543E-1,-1.205790154E-1,5.770720367E-1
5.202680125E0,-7.816638283E-1,-4.296534061E-2,-1.044675974E-1,7.897834133E-1
5.212640125E0,-9.003522196E-1,-2.020289022E-1,3.179685174E-1,9.759886141E-1
5.222600125E0,-9.338833702E-1,-2.826117200E-1,9.713521819E-1,1.376783423E0
5.232560125E0,-8.896627785E-1,-2.858732969E-1,7.155225369E-1,1.176943457E0
5.242520125E0,-8.309973715E-1,-2.912965894E-1,7.818638762E-1,1.177591379E0
5.252479125E0,-8.262415387E-1,-9.490446156E-1,1.993407032E0,2.357335861E0
5.262439125E0,-8.815369029E-1,-5.033076827E0,4.353029859E0,6.712513584E0
5.272399125E0,-2.474395191E0,-4.238058397E0,4.697911502E0,6.793684053E0
5.282359125E0,4.694203198E-1,1.694627761E0,-3.162856595E0,3.618809269E0
5.292318833E0,1.616244081E0,6.586274475E-1,-3.201238888E0,3.646089064E0
5.302277833E0,3.393602635E-1,2.622401376E0,-1.863123174E-1,2.650823767E0
5.312237833E0,-9.511192077E-1,4.526170592E0,-2.989973724E-1,4.634678781E0
5.322197833E0,-3.600575066E-1,2.866189338E0,-7.155670488E-1,2.976024014E0
5.332157833E0,-2.402059579E-1,2.037941766E-1,-1.383141321E-1,3.440374511E-1
5.342117833E0,-5.255139752E-1,-6.114024103E-1,4.320310302E-1,9.146740712E-1
5.352076833E0,-2.335975809E-1,-2.900692588E-1,5.181397592E-1,6.381040783E-1
5.362036833E0,6.353511438E-2,1.483672500E-2,6.369224368E-1,6.402554410E-1
5.371996833E0,1.302508217E-1,3.221231103E-2,2.613184994E-1,2.937520514E-1
5.381956833E0,2.468574581E-1,1.487356246E-2,4.553226829E-2,2.514617564E-1
5.391915833E0,1.453763992E-1,1.281493324E-1,9.164107203E-2,2.143703219E-1
5.401875833E0,2.101742198E-1,7.155237794E-2,2.090951892E-1,3.049815463E-1
5.411835833E0,1.977095640E-1,1.691815835E-1,6.521165729E-2,2.682611417E-1
5.421795833E0,2.703944014E-1,1.507926750E-1,-1.426245533E-1,3.408714220E-1
5.431755833E0,4.177180696E-1,-8.647739589E-2,-2.723282218E-2,4.274439756E-1
5.441715833E0,2.365986644E-1,-8.393853486E-2,-1.127203576E-1,2.751917234E-1
5.451674833E0,-2.703737900E-2,8.405781806E-2,-3.632431427E-1,3.738212372E-1
5.461634833E0,-7.551342800E-2,3.871727997E-1,-4.886192138E-1,6.279759476E-1
5.471594833E0,1.301734923E-1,3.612006372E-1,-3.092622326E-1,4.930052402E-1
5.481554833E0,4.655221273E-1,2.317701799E-1,-1.215221713E-1,5.340373633E-1
5.491514833E0,6.705728705E-1,1.553429782E-1,-1.598943047E-1,7.066580533E-1
5.501473833E0,7.546748351E-1,-2.052372694E-4,-1.789553507E-1,7.756024538E-1
5.511433833E0,6.862568571E-1,-6.711024821E-2,5.683347434E-3,6.895538846E-1
5.521393833E0,4.576596688E-1,-3.599458247E-1,3.573500995E-1,6.831635696E-1
5.531353833E0,3.568311591E-1,1.799825603E-1,5.210820781E-1,6.566953100E-1
5.541312833E0,3.101041585E-1,1.157663330E0,4.134887785E-1,1.267802013E0
5.551272833E0,2.015065996E-1,7.745362186E-1,4.989126523E-1,9.430933667E-1
5.561232833E0,1.860661496E-1,4.419635493E-1,7.980126433E-1,9.310083618E-1
5.571192833E0,1.892296395E-1,3.872435510E-1,8.519229484E-1,9.547450624E-1
5.581152833E0,1.839313312E-1,1.380188477E-1,7.267537956E-1,7.622670243E-1
5.591112833E0,-8.670543730E-3,-1.172214711E-1,5.034715801E-1,5.170103322E-1
5.601071833E0,-3.367392491E-1,-3.859179872E-1,1.719840809E-1,5.402819068E-1
5.611031833E0,-6.669245003E-1,-9.448948467E-1,-1.021112426E-1,1.161051793E0
5.620991833E0,-7.901833677E-1,-1.387122105E0,-3.510639042E-1,1.634546835E0
5.630951833E0,-7.075791675E-1,-1.388535962E0,-5.373503476E-1,1.648467710E0
5.640911833E0,-5.309508625E-1,-8.306858611E-1,-5.837111664E-1,1.145716607E0
5.650870833E0,-2.514074689E-1,-2.251446998E-1,-4.813234967E-1,5.878504570E-1
5.660830833E0,-8.397069454E-2,-1.348367929E-2,-3.084441340E-1,3.199541701E-1
5.670790833E0,5.676900879E-2,-1.522030234E-3,-1.782904492E-1,1.871163306E-1
5.680750833E0,6.893253297E-2,3.287070751E-2,-1.298023403E-1,1.506015440E-1
5.690710833E0,1.861110270E-2,1.047651476E-1,8.049218595E-2,1.334207678E-1
5.700669833E0,-7.427484155E-2,1.519878459E-1,3.522935736E-1,3.908040678E-1
5.710629833E0,-1.820078896E-1,1.722700828E-1,7.141088263E-1,7.568059653E-1
5.720589833E0,-2.119522119E-1,2.120247173E-1,9.998136503E-1,1.043793828E0
5.730549833E0,-2.419346872E-1,1.827477086E-1,6.583637381E-1,7.248254476E-1
5.740509833E0,-2.226477925E-1,1.321798182E-1,2.142968722E-1,3.361051819E-1
5.750468833E0,-2.410694455E-1,1.786973423E-1,1.992228965E-1,3.601902000E-1
5.760428833E0,-2.691286254E-1,1.707673484E-1,2.186073665E-1,3.864982341E-1
5.770388833E0,-2.623907326E-1,1.138680929E-1,2.598536988E-1,3.864437656E-1
5.780348833E0,-2.573880011E-1,9.172994971E-2,3.169804841E-1,4.184968269E-1
5.790308833E0,-2.792868470E-1,8.270711124E-2,3.544563856E-1,4.587820162E-1
5.800267833E0,-3.044576485E-1,4.926396132E-2,3.764373849E-1,4.866482327E-1
5.810227833E0,-3.429897764E-1,-1.742119431E-2,3.596025932E-1,4.972519580E-1
5.820187833E0,-3.696067406E-1,-9.172527194E-2,3.190849701E-1,4.968278237E-1
5.830147833E0,-3.731583394E-1,-1.230423743E-1,2.545537826E-1,4.681711229E-1
5.840107833E0,-3.456762797E-1,-1.186920458E-1,1.566175251E-1,3.976291504E-1
5.850066833E0,-2.618311541E-1,-1.180693173E-1,1.302104028E-1,3.153579965E-1
5.860026833E0,-1.211750659E-1,-1.089804053E-1,1.657695870E-1,2.324643657E-1
5.869986833E0,4.978509441E-2,-6.128466725E-2,2.556974979E-1,2.676108677E-1
5.879946833E0,1.880508408E-1,-2.066815317E-2,3.021273869E-1,3.564705447E-1
5.889906833E0,2.819561009E-1,-2.574353635E-2,3.175727340E-1,4.254578873E-1
5.899865833E0,3.793261287E-1,-8.283399582E-2,3.026051044E-1,4.922597201E-1
5.909825833E0,4.274517833E-1,-1.392841852E-1,2.285857131E-1,5.043476376E-1
5.919785833E0,4.174713171E-1,-1.451740855E-1,1.447038232E-1,4.650774259E-1
5.929745833E0,4.331099877E-1,-1.541706115E-1,1.154626286E-1,4.740089213E-1
5.939705833E0,5.107497557E-1,-1.894199663E-1,1.260180954E-1,5.591294992E-1
5.949664833E0,5.469621469E-1,-2.201541013E-1,1.450582375E-1,6.071880357E-1
5.959624833E0,5.452297631E-1,-2.095127535E-1,2.099887168E-1,6.206982758E-1
5.969584833E0,5.300289027E-1,-2.116867483E-1,2.438979629E-1,6.206674903E-1
5.979544833E0,4.731730628E-1,-1.729676557E-1,2.071311826E-1,5.447144977E-1
5.989504833E0,3.551224566E-1,-8.506412387E-2,1.149568444E-1,3.828353960E-1
5.999463833E0,2.271776305E-1,8.562662601E-3,3.617211856E-2,2.301986472E-1
6.009423833E0,1.642227061E-1,6.510172963E-2,3.092950501E-2,1.793431534E-1
6.019383833E0,9.372034192E-2,1.001323986E-1,-9.426296353E-3,1.374731057E-1
6.029343833E0,6.650096834E-2,5.323889852E-2,-9.124463081E-2,1.248292504E-1
6.039303833E0,7.819554582E-2,-5.157653511E-2,-1.443349370E-1,1.720675925E-1
6.049262833E0,1.578338921E-1,-1.234610349E-1,-1.793966693E-1,2.689559993E-1
6.059222833E0,3.392449272E-1,-2.070224243E-1,-2.300475901E-1,4.592028947E-1
